ITEM NAME,CATEGORY NAME,SKU,HSN,UNIT NAME,ALERT QTY,BRAND NAME,LOT NUMBER,PRICE BEFORE TAX,PRICE AFTER TAX,TAX NAME,TAX VALUE,TAX TYPE,SALES PRICE,OPENING STOCK,CUSTOM BARCODE,SELLER POINTS,ITEM DESCIPTION,DISCOUNT TYPE,DISCOUNT,MRP
TERRA CHICKEN 4G X 10 X 75,FMCG,,,Satchet,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
TERRA CHICKEN 9 X 100,FMCG,,,Carton,,,,"4,550","4,550",VAT,0.00%,Inclusive,"4,550",208,,,,,,
TERRA CHICKEN CUBE 15 X 50,FMCG,,,Carton,,,,"4,500","4,500",VAT,0.00%,Inclusive,"4,500",220,,,,,,
TERRA CHICKEN CUBE 20 X 50,FMCG,,,Satchet,,,,"5,600","5,600",VAT,0.00%,Inclusive,"5,600",6,,,,,,
TERRA CHICKEN POWDER,FMCG,,,Carton,,,,"8,325","8,325",VAT,0.00%,Inclusive,"8,500",1,,,,,,
TERRA CURRY POWDER,FMCG,,,Carton,,,,"3,600","3,600",VAT,0.00%,Inclusive,"3,600",0,,,,,,
TERRA GOLDEN SOYA 700ML OIL,FMCG,,,Satchet,,,,"12,650","12,650",VAT,0.00%,Inclusive,"12,650",0,,,,,,
TERRA GOLDEN SOYA OIL 2.5L X 6,FMCG,,,Satchet,,,,"22,500","22,500",VAT,0.00%,Inclusive,"22,500",0,,,,,,
TERRA GOLDEN SOYA OIL 33ML OIL,FMCG,,,Carton,,,,"4,530","4,530",VAT,0.00%,Inclusive,"4,530",0,,,,,,
TERRA GOLDEN SOYA OIL 4.5 LITRE OIL,FMCG,,,Carton,,,,"26,000","26,000",VAT,0.00%,Inclusive,"26,000",33,,,,,,
TERRA OIL 25LTRS,FMCG,,,Carton,,,,"29,000","29,000",VAT,0.00%,Inclusive,"30,000",6,,,,,,
TERRA OIL 28ML,FMCG,,,ML,,,,"4,530","4,530",VAT,0.00%,Inclusive,"4,580",253,,,,,,
TERRA OIL MAGGI (7X100),FMCG,,,0,,,,"4,550","4,550",VAT,0.00%,Inclusive,"4,600",0,,,,,,
TERRA SHRIMP CUBE 25 X 40,FMCG,,,Carton,,,,"5,600","5,600",VAT,0.00%,Inclusive,"5,600",0,,,,,,
TERRA SOYA OIL 28ML X 100,FMCG,,,Carton,,,,0,0,VAT,0.00%,Inclusive,0,0,,,,,,
