ITEM NAME,CATEGORY NAME,SKU,HSN,UNIT NAME,ALERT QTY,BRAND NAME,LOT NUMBER,PRICE BEFORE TAX,PRICE AFTER TAX,TAX NAME,TAX VALUE,TAX TYPE,SALES PRICE,OPENING STOCK,CUSTOM BARCODE,SELLER POINTS,ITEM DESCIPTION,DISCOUNT TYPE,DISCOUNT,MRP
MR CHEF ROYAL SALT 50KG,FMCG,,,Bag,,,,7000.00,7000.00,VAT,0.00%,Inclusive,7150.00,11.00,,,,,,
MR CHEF SALT BY 40 (MC2),FMCG,,,Bag,,,,3700.00,3700.00,VAT,0.00%,Inclusive,3800.00,249.00,,,,,,
MR CHEF SALT BY 80 (MC3),FMCG,,,Bag,,,,3800.00,3800.00,VAT,0.00%,Inclusive,3900.00,345.00,,,,,,
RENEW STARCH 17G,FMCG,,,Carton,,,,11000.00,11000.00,VAT,0.00%,Inclusive,11000.00,33.00,,,,,,
RENEW STARCH 750ML,FMCG,,,Carton,,,,9475.00,9475.00,VAT,0.00%,Inclusive,9475.00,0.00,,,,,,
SUPREME SEMOLINA 10KG,FMCG,,,Bag,,,,5705.00,5705.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
SUPREME SEMOLINA 1KG,FMCG,,,Bag,,,,6195.00,6195.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
SUPREME SEMOLINA 2KG,FMCG,,,Bag,,,,6020.00,6020.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
SUPREME SEMOLINA 5KG,FMCG,,,Bag,,,,2935.00,2935.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
TERRA BEEF 4G X 10 X 75,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
TERRA BEEF 8 X 100,FMCG,,,Satchet,,,,4550.00,4550.00,VAT,0.00%,Inclusive,4550.00,0.00,,,,,,
TERRA CHICKEN 24 X 40,FMCG,,,Satchet,,,,4900.00,4900.00,VAT,0.00%,Inclusive,4900.00,0.00,,,,,,
TERRA CHICKEN 24 X 50,FMCG,,,Carton,,,,4500.00,4500.00,VAT,0.00%,Inclusive,4500.00,0.00,,,,,,
TERRA CHICKEN 4G X 10 X 75,FMCG,,,Satchet,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
TERRA CHICKEN 9 X 100,FMCG,,,Carton,,,,4550.00,4550.00,VAT,0.00%,Inclusive,4550.00,208.00,,,,,,
TERRA CHICKEN CUBE 15 X 50,FMCG,,,Carton,,,,4500.00,4500.00,VAT,0.00%,Inclusive,4500.00,220.00,,,,,,
TERRA CHICKEN CUBE 20 X 50,FMCG,,,Satchet,,,,5600.00,5600.00,VAT,0.00%,Inclusive,5600.00,6.00,,,,,,
TERRA CHICKEN POWDER,FMCG,,,Carton,,,,8325.00,8325.00,VAT,0.00%,Inclusive,8500.00,1.00,,,,,,
TERRA CURRY POWDER,FMCG,,,Carton,,,,3600.00,3600.00,VAT,0.00%,Inclusive,3600.00,0.00,,,,,,
TERRA GOLDEN SOYA 700ML OIL,FMCG,,,Satchet,,,,12650.00,12650.00,VAT,0.00%,Inclusive,12650.00,0.00,,,,,,
TERRA GOLDEN SOYA OIL 2.5L X 6,FMCG,,,Satchet,,,,22500.00,22500.00,VAT,0.00%,Inclusive,22500.00,0.00,,,,,,
TERRA GOLDEN SOYA OIL 33ML OIL,FMCG,,,Carton,,,,4530.00,4530.00,VAT,0.00%,Inclusive,4530.00,0.00,,,,,,
TERRA GOLDEN SOYA OIL 4.5 LITRE OIL,FMCG,,,Carton,,,,26000.00,26000.00,VAT,0.00%,Inclusive,26000.00,33.00,,,,,,
TERRA OIL 25LTRS,FMCG,,,Carton,,,,29000.00,29000.00,VAT,0.00%,Inclusive,30000.00,6.00,,,,,,
TERRA OIL 28ML,FMCG,,,ML,,,,4530.00,4530.00,VAT,0.00%,Inclusive,4580.00,253.00,,,,,,
TERRA OIL MAGGI (7X100),FMCG,,,0,,,,4550.00,4550.00,VAT,0.00%,Inclusive,4600.00,0.00,,,,,,
TERRA SHRIMP CUBE 25 X 40,FMCG,,,Carton,,,,5600.00,5600.00,VAT,0.00%,Inclusive,5600.00,0.00,,,,,,
TERRA SOYA OIL 28ML X 100,FMCG,,,Carton,,,,0.00,0.00,VAT,0.00%,Inclusive,0.00,0.00,,,,,,
