ITEM NAME,CATEGORY NAME,SKU,HSN,UNIT NAME,ALERT QTY,BRAND NAME,LOT NUMBER,PRICE BEFORE TAX,PRICE AFTER TAX,TAX NAME,TAX VALUE,TAX TYPE,SALES PRICE,OPENING STOCK,CUSTOM BARCODE,SELLER POINTS,ITEM DESCIPTION,DISCOUNT TYPE,DISCOUNT,MRP
VIVO Y21/Y21E/Y33S QUALITY COMBO,COMBO,,,PCS,1,,,932.2033898,1100,Tax 18%,18,Inclusive,2300,0,,,,,,
VIVO Y22(4+64GB),MOBILE,,,PCS,1,,,11814.40678,13941,Tax 18%,18,Inclusive,15000,1,,,,,,
VIVO Y22(6+128GB),MOBILE,,,PCS,1,,,13444.0678,15864,Tax 18%,18,Inclusive,16499,1,,,,,,
VIVO Y30/Y50 NORMAL COMBO,COMBO,,,PCS,1,,,889.8305085,1050,Tax 18%,18,Inclusive,2500,0,,,,,,
VIVO Y35(8+128GB),MOBILE,,,PCS,1,,,15074.57627,17788,Tax 18%,18,Inclusive,19000,1,,,,,,
VIVO Y56 5G(8+128GB),MOBILE,,,PCS,1,,,16296.61017,19230,Tax 18%,18,Inclusive,21000,1,,,,,,
VIVO Y75 4G(8+128GB),MOBILE,,,PCS,1,,,16296.61017,19230,Tax 18%,18,Inclusive,21000,1,,,,,,
WALTA C TO C CABLE,CABLE,,,PCS,1,,,152.5423729,180,Tax 18%,18,Inclusive,350,3,,,,,,
WALTA C TYPE HF,HEADPHONE,,,PCS,1,,,203.3898305,240,Tax 18%,18,Inclusive,600,1,,,,,,
WALTA DASH C CABLE,CABLE,,,PCS,1,,,127.1186441,150,Tax 18%,18,Inclusive,450,2,,,,,,
WIFI DONGLE,DONGLE,,,PCS,1,,,110.1694915,130,Tax 18%,18,Inclusive,300,2,,,,,,
YTRON 4C,BATTERY,,,PCS,1,,,110.1695,130,Tax 18%,18,Inclusive,800,2,,,,,,
YTRON J7,BATTERY,,,PCS,1,,,110.1695,130,Tax 18%,18,Inclusive,800,1,,,,,,
YTRON JIO BATTERY,BATTERY,,,PCS,1,,,152.5423729,180,Tax 18%,18,Inclusive,350,2,,,,,,
ZAVIA ATOM 700 EAR BUDDS,AIR PODS,,,PCS,1,,,1016.101695,1199,Tax 18%,18,Inclusive,3000,2,,,,,,
ZAVIA ATOM 710 AIR BUDS,AIR PODS,,,PCS,1,,,1185.59322,1399,Tax 18%,18,Inclusive,2999,1,,,,,,
ZAVIA FLASH 300 ADAPTER,CHARGER,,,PCS,1,,,101.6949153,120,Tax 18%,18,Inclusive,400,3,,,,,,
ZAVIA FLASH 310 C CHARGER,CHARGER,,,PCS,1,,,152.5423729,180,Tax 18%,18,Inclusive,499,6,,,,,,
ZAVIA PUNCH 310 BT NECKBAND,NECKBAND,,,PCS,1,,,422.8813559,499,Tax 18%,18,Inclusive,1200,2,,,,,,
ZAVIA PUNCH 505 BT NECKBAND,NECKBAND,,,PCS,1,,,465.2542373,549,Tax 18%,18,Inclusive,1800,2,,,,,,
ZAVIA PUNCH 700 BT NECKBAND,NECKBAND,,,PCS,1,,,614.4067797,725,Tax 18%,18,Inclusive,1850,2,,,,,,
ZAVIA STREET 301 H/F,HEADPHONE,,,PCS,1,,,52.54237,62,Tax 18%,18,Inclusive,299,1,,,,,,
ZAVIA STREET 305 H/F,HEADPHONE,,,PCS,1,,,52.54237288,62,Tax 18%,18,Inclusive,299,2,,,,,,
ZAVIA STREET 312 H/F,HEADPHONE,,,PCS,1,,,72.03389831,85,Tax 18%,18,Inclusive,300,3,,,,,,
ZAVIA STREET 530 H/F,HEADPHONE,,,PCS,1,,,106.779661,126,Tax 18%,18,Inclusive,350,3,,,,,,
ZAVIA TYPE C CABLE,CABLE,,,PCS,1,,,52.54237288,62,Tax 18%,18,Inclusive,299,10,,,,,,
ZAVIA TYPE C TO IPHONE CABLE,CABLE,,,PCS,1,,,211.0169492,249,Tax 18%,18,Inclusive,650,7,,,,,,
ZAVIA V8 CABLE,CABLE,,,PCS,1,,,40.6779661,48,Tax 18%,18,Inclusive,250,13,,,,,,
ZEB -C CABLE,CABLE,,,PCS,1,,,59.3220339,70,Tax 18%,18,Inclusive,349,1,,,,,,
ZEB-CALYX,HEADPHONE,,,PCS,1,,,127.1186441,150,Tax 18%,18,Inclusive,450,3,,,,,,
ZIOX BUDS,AIR PODS,,,PCS,1,,,110.1694915,130,Tax 18%,18,Inclusive,499,2,,,,,,
ZIOX CTYPE CABLE,CABLE,,,PCS,1,,,59.3220339,70,Tax 18%,18,Inclusive,599,4,,,,,,
ZIOX JAZZ,HEADPHONE,,,PCS,1,,,110.1694915,130,Tax 18%,18,Inclusive,499,1,,,,,,
ZIOX JIO CHARGER,CHARGER,,,PCS,1,,,55.08474576,65,Tax 18%,18,Inclusive,150,3,,,,,,
ZIOX NODES,HEADPHONE,,,PCS,1,,,97.45762712,115,Tax 18%,18,Inclusive,499,1,,,,,,
ZIOX V8 CABLE,CABLE,,,PCS,1,,,38.13559322,45,Tax 18%,18,Inclusive,450,8,,,,,,
